line,section_name,section_artist,song_name,artist_name,song_id
Gonna find out fast what a heart can take,Verse 2,Sugarland,Wide Open,Sugarland,445568
Come in closer oh come feel the love on the inside,Verse 2,Sugarland,Wide Open,Sugarland,445568
Electric current in my veins,Verse 2,Sugarland,Wide Open,Sugarland,445568
Lets me know I'm alive,Verse 2,Sugarland,Wide Open,Sugarland,445568
I burn I breathe I blink I,Verse 2,Sugarland,Wide Open,Sugarland,445568
"Around a wide, wide, wide, wide open",Bridge,Sugarland,Wide Open,Sugarland,445568
And its a fine fine fine fine world,Bridge,Sugarland,Wide Open,Sugarland,445568
(oh ay oh ay oh),Bridge,Sugarland,Wide Open,Sugarland,445568
Take time to realize,Verse 1,Colbie Caillat,Realize,Colbie Caillat,448432
That your warmth is crashing down on in,Verse 1,Colbie Caillat,Realize,Colbie Caillat,448432
Take time to realize,Verse 1,Colbie Caillat,Realize,Colbie Caillat,448432
That I am on your side,Verse 1,Colbie Caillat,Realize,Colbie Caillat,448432
"Didn't I, didn't I tell you?",Verse 1,Colbie Caillat,Realize,Colbie Caillat,448432
But I can't spell it out for you,Pre-Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
"No, it's never gonna be that simple",Pre-Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
"No, I can't spell it out for you",Pre-Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
If you just realize what I just realized,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
Then we'd be perfect for each other,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
And we'll never find another,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
Just realize what I just realized,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
We'd never have to wonder if we missed out on each other now,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
Take time to realize,Verse 2,Colbie Caillat,Realize,Colbie Caillat,448432
"Oh-oh, I'm on your side",Verse 2,Colbie Caillat,Realize,Colbie Caillat,448432
"Didn't I, didn't I tell you?",Verse 2,Colbie Caillat,Realize,Colbie Caillat,448432
Take time to realize,Verse 2,Colbie Caillat,Realize,Colbie Caillat,448432
This all can pass you by,Verse 2,Colbie Caillat,Realize,Colbie Caillat,448432
Didn't I tell you?,Verse 2,Colbie Caillat,Realize,Colbie Caillat,448432
But I can't spell it out for you,Pre-Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
"No, it's never gonna be that simple",Pre-Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
"No, I can't spell it out for you",Pre-Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
If you just realize what I just realized,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
Then we'd be perfect for each other,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
And we'll never find another,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
Just realize what I just realized,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
"We'd never have to wonder if we missed out on each other, but...",Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
It's not the same,Bridge,Colbie Caillat,Realize,Colbie Caillat,448432
"No, it's never the same",Bridge,Colbie Caillat,Realize,Colbie Caillat,448432
If you don't feel it too,Bridge,Colbie Caillat,Realize,Colbie Caillat,448432
If you meet me halfway,Bridge,Colbie Caillat,Realize,Colbie Caillat,448432
If you would meet me halfway,Bridge,Colbie Caillat,Realize,Colbie Caillat,448432
It could be the same for you,Bridge,Colbie Caillat,Realize,Colbie Caillat,448432
If you just realize what I just realized,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
Then we'd be perfect for each other,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
And we'll never find another,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
Just realize what I just realized,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
We'd never have to wonder,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
Just realize what I just realized,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
If you just realize what I just realized,Chorus,Colbie Caillat,Realize,Colbie Caillat,448432
Missed out on each other now,Outro,Colbie Caillat,Realize,Colbie Caillat,448432
"Missed out on each other now, yeah",Outro,Colbie Caillat,Realize,Colbie Caillat,448432
Realize,Outro,Colbie Caillat,Realize,Colbie Caillat,448432
Realize,Outro,Colbie Caillat,Realize,Colbie Caillat,448432
Realize,Outro,Colbie Caillat,Realize,Colbie Caillat,448432
Realize,Outro,Colbie Caillat,Realize,Colbie Caillat,448432
I would've given you all of my heart,Verse 1,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
But there's someone who's torn it apart,Verse 1,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
And he's taken just all that I have,Verse 1,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"But if you want, I'll try to love again",Verse 1,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"Baby, I'll try to love again, but I know",Verse 1,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
The first cut is the deepest,Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"Baby, I know",Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
The first cut is the deepest,Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"But when it comes to being lucky, he's cursed",Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"When it comes to lovin' me, he's worst",Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
I still want you by my side,Verse 2,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
Just to help me dry the tears that I've cried,Verse 2,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
But I'm sure gonna give you a try,Verse 2,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"'Cause if you want, I'll try to love again (Try)",Verse 2,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"Baby, I'll try to love again, but I know, oh",Verse 2,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
The first cut is the deepest,Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"Baby, I know",Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
The first cut is the deepest,Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"But when it comes to being lucky, he's cursed",Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"When it comes to lovin' me, he's worst",Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
I still want you by my side,Verse 2,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
Just to help me dry the tears that I've cried,Verse 2,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
But I'm sure gonna give you a try,Verse 2,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"'Cause if you want, I'll try to love again",Verse 2,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"(Try to love again, try to love again)",Verse 2,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"Baby, I'll try to love again but I know",Verse 2,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
Oh-oh,Verse 2,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
The first cut is the deepest,Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"Baby, I know",Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
The first cut is the deepest,Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"When it comes to being lucky, he's cursed",Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"When it comes to lovin' me, he's worst",Chorus,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"Oh, the first cut is the deepest",Outro,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
"Baby, I know",Outro,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
The first cut is the deepest,Outro,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
Try to love again,Outro,Sheryl Crow,The First Cut Is the Deepest,Sheryl Crow,533023
Comparisons are easily done,Verse 1,Katy Perry,Thinking of You,Katy Perry,195939
Once you've had a taste of perfection,Verse 1,Katy Perry,Thinking of You,Katy Perry,195939
Like an apple hanging from a tree,Verse 1,Katy Perry,Thinking of You,Katy Perry,195939
I picked the ripest one,Verse 1,Katy Perry,Thinking of You,Katy Perry,195939
I still got the seed,Verse 1,Katy Perry,Thinking of You,Katy Perry,195939
"You said move on, where do I go?",Pre-Chorus 1,Katy Perry,Thinking of You,Katy Perry,195939
I guess second best is all I will know,Pre-Chorus 1,Katy Perry,Thinking of You,Katy Perry,195939
"'Cause when I'm with him, I am thinking of you",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
"(Thinking of you, thinking of you)",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
Thinking of you,Chorus,Katy Perry,Thinking of You,Katy Perry,195939
What you would do if,Chorus,Katy Perry,Thinking of You,Katy Perry,195939
You were the one who was spending the night,Chorus,Katy Perry,Thinking of You,Katy Perry,195939
"(Spending the night, spending the night)",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
"Oh, I wish that I was looking into your eyes",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
You're like an Indian summer in the middle of winter,Verse 2,Katy Perry,Thinking of You,Katy Perry,195939
Like a hard candy with a surprise center,Verse 2,Katy Perry,Thinking of You,Katy Perry,195939
How do I get better once I've had the best?,Verse 2,Katy Perry,Thinking of You,Katy Perry,195939
You said there's tons of fish in the water,Verse 2,Katy Perry,Thinking of You,Katy Perry,195939
So the waters I will test,Verse 2,Katy Perry,Thinking of You,Katy Perry,195939
"He kissed my lips, I taste your mouth (I taste your mouth), oh",Pre-Chorus 2,Katy Perry,Thinking of You,Katy Perry,195939
"He pulled me in, I was disgusted with myself",Pre-Chorus 2,Katy Perry,Thinking of You,Katy Perry,195939
"'Cause when I'm with him, I am thinking of you",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
"(Thinking of you, thinking of you)",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
Thinking of you,Chorus,Katy Perry,Thinking of You,Katy Perry,195939
What you would do if,Chorus,Katy Perry,Thinking of You,Katy Perry,195939
You were the one who was spending the night,Chorus,Katy Perry,Thinking of You,Katy Perry,195939
"(Spending the night, spending the night)",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
"Oh, I wish that I was looking into your",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
The best,Bridge,Katy Perry,Thinking of You,Katy Perry,195939
"And yes, I do regret",Bridge,Katy Perry,Thinking of You,Katy Perry,195939
How I could let myself let you go,Bridge,Katy Perry,Thinking of You,Katy Perry,195939
"Now, now the lesson's learned",Bridge,Katy Perry,Thinking of You,Katy Perry,195939
"I touched it, I was burned",Bridge,Katy Perry,Thinking of You,Katy Perry,195939
"Oh, I think you should know",Bridge,Katy Perry,Thinking of You,Katy Perry,195939
"'Cause when I'm with him, I am thinking of you",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
"(Thinking of you, thinking of you)",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
Thinking of you (Oh),Chorus,Katy Perry,Thinking of You,Katy Perry,195939
What you would do if,Chorus,Katy Perry,Thinking of You,Katy Perry,195939
You were the one who was spending the night,Chorus,Katy Perry,Thinking of You,Katy Perry,195939
"(Spending the night, spending the night)",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
"Oh, I wish that I was looking into your, your eyes",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
Looking into your eyes,Chorus,Katy Perry,Thinking of You,Katy Perry,195939
Looking into your eyes,Chorus,Katy Perry,Thinking of You,Katy Perry,195939
"Oh, won't you walk through",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
And bust in the door and take me away?,Chorus,Katy Perry,Thinking of You,Katy Perry,195939
"Oh, no more mistakes",Chorus,Katy Perry,Thinking of You,Katy Perry,195939
"'Cause in your eyes, I'd like to stay",Outro,Katy Perry,Thinking of You,Katy Perry,195939
Stay,Outro,Katy Perry,Thinking of You,Katy Perry,195939
Lying here with you,Verse 1,Sara Evans,I Could Not Ask For More,Sara Evans,715942
Listening to the rain,Verse 1,Sara Evans,I Could Not Ask For More,Sara Evans,715942
Smiling just to see,Verse 1,Sara Evans,I Could Not Ask For More,Sara Evans,715942
The smile upon your face,Verse 1,Sara Evans,I Could Not Ask For More,Sara Evans,715942
These are the moments I thank God that I'm alive,Chorus 1,Sara Evans,I Could Not Ask For More,Sara Evans,715942
These are the moments I'll remember all my life,Chorus 1,Sara Evans,I Could Not Ask For More,Sara Evans,715942
I've found all I've waited for,Chorus 1,Sara Evans,I Could Not Ask For More,Sara Evans,715942
And I could not ask for more,Chorus 1,Sara Evans,I Could Not Ask For More,Sara Evans,715942
Looking in your eyes,Verse 2,Sara Evans,I Could Not Ask For More,Sara Evans,715942
Seeing all I need,Verse 2,Sara Evans,I Could Not Ask For More,Sara Evans,715942
Everything you are,Verse 2,Sara Evans,I Could Not Ask For More,Sara Evans,715942
Is everything in me,Verse 2,Sara Evans,I Could Not Ask For More,Sara Evans,715942
These are the moments I know heaven must exist,Chorus 2,Sara Evans,I Could Not Ask For More,Sara Evans,715942
These are the moments I know all I need is this,Chorus 2,Sara Evans,I Could Not Ask For More,Sara Evans,715942
"I've found all I've waited for, yeah",Chorus 2,Sara Evans,I Could Not Ask For More,Sara Evans,715942
And I could not ask for more,Chorus 2,Sara Evans,I Could Not Ask For More,Sara Evans,715942
I could not ask for more than this time together,Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
I could not ask for more than this time with you,Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
And every prayer has been answered,Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
Every dream I've had's come true,Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
"Yeah, right here in this moment",Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
Is right where I'm meant to be,Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
"Here with you, here with me",Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
These are the moments I thank God that I'm alive,Chorus 1,Sara Evans,I Could Not Ask For More,Sara Evans,715942
These are the moments I'll remember all my life,Chorus 1,Sara Evans,I Could Not Ask For More,Sara Evans,715942
I've found all I've waited for,Chorus 1,Sara Evans,I Could Not Ask For More,Sara Evans,715942
And I could not ask for more,Chorus 1,Sara Evans,I Could Not Ask For More,Sara Evans,715942
I could not ask for more than this time together,Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
I could not ask for more than this time with you,Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
And every prayer has been answered,Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
Every dream I've had's come true,Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
"Yeah, right here in this moment",Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
Is right where I'm meant to be,Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
"Here with you, here with me",Bridge,Sara Evans,I Could Not Ask For More,Sara Evans,715942
"No, I could not ask for more than this love you gave me",Outro,Sara Evans,I Could Not Ask For More,Sara Evans,715942
Cause it's all I've waited for,Outro,Sara Evans,I Could Not Ask For More,Sara Evans,715942
And I could not ask for more,Outro,Sara Evans,I Could Not Ask For More,Sara Evans,715942
"No, yeah",Outro,Sara Evans,I Could Not Ask For More,Sara Evans,715942
"No, I could not ask for more",Outro,Sara Evans,I Could Not Ask For More,Sara Evans,715942
Maybe it's intuition,Verse 1,Savage Garden,I Knew I Loved You,Savage Garden,325740
But some things you just don't question,Verse 1,Savage Garden,I Knew I Loved You,Savage Garden,325740
"Like in your eyes, I see my future in an instant",Verse 1,Savage Garden,I Knew I Loved You,Savage Garden,325740
"And there it goes, I think I've found my best friend",Verse 1,Savage Garden,I Knew I Loved You,Savage Garden,325740
I know that it might sound more than a little,Pre-Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
"Crazy, but I believe...",Pre-Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I knew I loved you before I met you,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I think I dreamed you into life,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I knew I loved you before I met you,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I have been waiting all my life,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
There's just no rhyme or reason,Verse 2,Savage Garden,I Knew I Loved You,Savage Garden,325740
Only this sense of completion,Verse 2,Savage Garden,I Knew I Loved You,Savage Garden,325740
"And in your eyes, I see the missing pieces",Verse 2,Savage Garden,I Knew I Loved You,Savage Garden,325740
"I'm searching for, I think I found my way home",Verse 2,Savage Garden,I Knew I Loved You,Savage Garden,325740
I know that it might sound more than a little,Pre-Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
"Crazy, but I believe...",Pre-Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I knew I loved you before I met you,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I think I dreamed you into life,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I knew I loved you before I met you,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I have been waiting all my life,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
"Ooh, ooh, ooh",Bridge,Savage Garden,I Knew I Loved You,Savage Garden,325740
A thousand angels dance around you,Bridge,Savage Garden,I Knew I Loved You,Savage Garden,325740
"Ooh, ooh, ooh",Bridge,Savage Garden,I Knew I Loved You,Savage Garden,325740
I am complete now that I've found you,Bridge,Savage Garden,I Knew I Loved You,Savage Garden,325740
I knew I loved you before I met you,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I think I dreamed you into life,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I knew I loved you before I met you,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I have been waiting all my life,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I knew I loved you before I met you,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I think I dreamed you into my life,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I knew I loved you before I met you,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
I have been waiting all my life,Chorus,Savage Garden,I Knew I Loved You,Savage Garden,325740
"I knew I loved you before I met you (ooh, ooh, ooh, ooh)",Outro,Savage Garden,I Knew I Loved You,Savage Garden,325740
I knew I loved you,Outro,Savage Garden,I Knew I Loved You,Savage Garden,325740
"I knew I loved you before I met you (ooh, ooh, ooh, ooh)",Outro,Savage Garden,I Knew I Loved You,Savage Garden,325740
I knew I loved you,Outro,Savage Garden,I Knew I Loved You,Savage Garden,325740
"I knew I loved you before I met you (oh, oh, oh, oh, oh, oh)",Outro,Savage Garden,I Knew I Loved You,Savage Garden,325740
"I knew I loved you before I met you (yeah, yeah, oh)",Outro,Savage Garden,I Knew I Loved You,Savage Garden,325740
I knew I loved you,Outro,Savage Garden,I Knew I Loved You,Savage Garden,325740
"I try, but I can't seem to get myself to think of anything but you",Verse 1,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
"Your breath on my face, your warm gentle kiss, I taste the truth",Verse 1,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I taste the truth,Verse 1,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
You know what I came here for,Pre-Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
So I won't ask for more,Pre-Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I wanna be with you,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
If only for a night,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
To be the one who's in your arms who holds you tight,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I wanna be with you,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
There's nothing more to say,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
There's nothing else I want more than to feel this way,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I wanna be with you,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
So I'll hold you tonight like I would if you were mine,Verse 2,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
To hold forever more,Verse 2,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
And I'll savor each touch that I wanted so much to here before,Verse 2,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
To feel before,Verse 2,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
How beautiful it is,Pre-Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
Just to be like this,Pre-Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I wanna be with you,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
If only for a night,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
To be the one who's in your arms who holds you tight,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I wanna be with you,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
There's nothing more to say,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
There's nothing else I want more than to feel this way,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I wanna be with you,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
"Oh, baby",Bridge,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I can't fight this feeling anymore,Bridge,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
It drives me crazy when I try to,Bridge,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
So call my name,Bridge,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
Take my hand,Bridge,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
And make my wish,Bridge,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
"Baby, your command",Bridge,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
Yeah,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I wanna be with you,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
There's nothing more to say,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
There's nothing else I want more than to feel this way,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
(I wanna be) I wanna be with you (I wanna be with you),Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I wanna be with you,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
Wanna be with you (Yeah),Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
(I wanna be with you) I wanna be,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I wanna be with you,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
(I wanna be),Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
(I wanna be),Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
(I wanna be with you) Yeah,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
(I wanna be with you),Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
"I wanna be, I wanna be, baby",Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I wanna be,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
(I wanna be with you),Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
"I wanna be with you, yeah",Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
I wanna be with you,Chorus,Mandy Moore,I Wanna Be with You,Mandy Moore,1420049
It's a living every moment,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
Like it could be our last,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
For our hearts are restless til they rest in love's caress,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
In the moments we remember,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
They interweave our hearts,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
"Like a tapestry surrounding us, that we forget to touch",It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
CHORUS,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
That's why we wake up every morning,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
It's why we seek each others' smile,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
Its why we know that its so worth it,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
Its why we hold on and make the sacrifice,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
Its in the eyes of a child,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
As you hold her in your arms,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
And your heart starts to beat once again,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
And your world is reborn,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
In the freshness of her song,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
"Smile, it's a beautiful life",It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
Its in the hope of the poor man,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
As he struggles to make ends meet,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
Its in the laughter of his children,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
As they play in the street,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
Don't need a million dollars,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
To raise a happy child,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
Just need a pair of loving arms,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
The time to make her smile,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
CHORUS,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
Its in the tears of our friend,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
As you finally make amends,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
And your song starts to breathe once again,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
And the way of the world,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
Falls away with one word,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
"Smile, it's a beautiful life",It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
Its in the touch of her lips,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
As she leans in for a kiss,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
And your world starts to spin once again,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
And two hearts become one,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
As a dream has begun,It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
"Smile, it's a beautiful life",It's a living every moment,Corrinne May,Beautiful Life,Corrinne May,1509707
Tried to break love to a science,Verse 1,The Script,Science & Faith,The Script,998492
In an act of pure defiance,Verse 1,The Script,Science & Faith,The Script,998492
I broke her heart,Verse 1,The Script,Science & Faith,The Script,998492
And as I pulled apart her theory,Verse 1,The Script,Science & Faith,The Script,998492
As I watched her growing weary,Verse 1,The Script,Science & Faith,The Script,998492
I pulled her apart,Verse 1,The Script,Science & Faith,The Script,998492
Having heavy conversations,Verse 1,The Script,Science & Faith,The Script,998492
About the furthest constellations of our souls. ooh,Verse 1,The Script,Science & Faith,The Script,998492
And we're just trying to find some meaning,Verse 1,The Script,Science & Faith,The Script,998492
